主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,備註說明
台中市,20220105,20211213,府授勞就字第1100326421號,洋基電信股份有限公司/余明遠,就業服務法第5條第1項,雇主以受僱者之容貌為由予以資遣(容貌歧視),
台中市,20200505,20200429,府授勞就字第1090101050號,播客堡娛樂有限公司,就業服務法第5條第1項,為保障國民就業機會平等，雇主對求職人或所僱用員工，不得以種族、階級、語言、思想、宗教、黨派、籍貫、出生地、性別、性傾向、年齡、婚姻、容貌、五官、身心障礙、星座、血型或以往工會會員身分為由，予以歧視；其他法律有明文規定者，從其規定。,
台中市,20200505,20200414,府授勞就字第10900871311號,英屬蓋曼群島商金百利克拉克股份有限公司台灣分公司,就業服務法第5條第1項,為保障國民就業機會平等，雇主對求職人或所僱用員工，不得以種族、階級、語言、思想、宗教、黨派、籍貫、出生地、性別、性傾向、年齡、婚姻、容貌、五官、身心障礙、星座、血型或以往工會會員身分為由，予以歧視；其他法律有明文規定者，從其規定。,
