主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
加工出口區管理處,20230503,20230501,經加四勞字第1120102257號,香港商數立國際股份有限公司台灣分公司(黃鳳純),勞動基準法第30條第6項,未依規定逐日記載出勤記錄至分鐘,20000,
加工出口區管理處,20230503,20230428,經加屏四字第1120001777號,世德工業股份有限公司(陳光裕),勞動基準法第17條第2項;勞動基準法第38條第4項,未依規定於終止勞動契約三十日內發給資遣費;未依規定發給勞工之特別休假，因年度終結或契約終止而未休之日數之工資,320000,
加工出口區管理處,20230503,20230413,經加四勞字第1120101966號,楠梓電子股份有限公司(徐漢忠),勞動基準法第43條,未依規定給勞工喪假,20000,
加工出口區管理處,20230503,20230412,經加港四字第1120100402號,承鉌營造工程有限公司(蔡宇盛),勞動基準法第30條第6項,出勤紀錄，僅用打勾紀錄，未逐日記載勞工出勤情形至分鐘為止。,20000,
加工出口區管理處,20230503,20230410,經加四勞字第1120101872號,楠梓電子股份有限公司(徐漢忠),勞動基準法第24條;勞動基準法第32條,未依規定發給勞工延長工作時間工資;使勞工1個月超時加班46小時,150000,
加工出口區管理處,20230503,20230331,經加高四字第1120100530號,嘉賀保全股份有限公司(李大明),勞動基準法第80條,拒絕、規避或阻撓勞工檢查員依法執行職務,30000,
加工出口區管理處,20230406,20230330,經加四勞字第1120101750號,臺灣移動購物股份有限公司(蔡建生),勞動基準法第23條;勞動基準法第24條,未將發放工資個項目計算方式明細等事項計入;平日延長工作時間未依規定加給工資,40000,
加工出口區管理處,20230406,20230329,經加高四字第1120100505號,台灣岡崎工業股份有限公司(岡崎一英),勞動基準法第38條第4項,勞工特別休假未休日數工資給付不足,20000,
加工出口區管理處,20230406,20230324,經加四勞字第1120101623號,楠梓電子股份有限公司(徐漢忠),勞動基準法第24條;勞動基準法第30條第2項,未依規定發給勞工延長工作時間工資;使勞工超時加班,70000,
加工出口區管理處,20230406,20230310,經加高四字第1120100399號,新盛力科技股份有限公司(張中秋),勞動基準法第24條第1項;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,100000,
加工出口區管理處,20230406,20230310,經加高四字第1120100406號,志昱科技股份有限公司(徐正民),勞動基準法第32條第2項,延長工作時間超過法令規定,100000,
加工出口區管理處,20230302,20230224,經加四勞字第1120101093號,台灣福雷電子股份有限公司(張虔生),勞動基準法第32條,延長之工作時間1個月超過46小時,50000,
加工出口區管理處,20230302,20230210,經加四勞字第1120100671號,台弟工業股份有限公司(若山明弘),勞動基準法第22條第2項,工資未全額直接給付勞工,20000,
加工出口區管理處,20230302,20230207,經加高四字第1120100218號,志昱科技股份有限公司(徐正民),勞動基準法第21條第1項;勞動基準法第32條第2項,工資未達法定基本工資;延長工作時間超過法令規定,110000,
加工出口區管理處,20230203,20230112,經加高四字第1120100101號,昶亨科技股份有限公司/黃勝雄,勞動基準法第32條第2項;勞動基準法第36條第2項第2款,"延長工作時間超過法令規定
採變形工時制度，未依規定安排勞工例假或休息日",100000,
加工出口區管理處,20230105,20221229,經加四勞字第1110106897號,天禧光電科技有限公司(張景豪),勞動基準法第22條,工資未全額直接給付勞工,20000,
加工出口區管理處,20230203,20221223,經加高四字第1110102221號,台灣岡崎工業股份有限公司/岡崎一英,勞動基準法第59條,未依規定補償職災勞工原領工資補償,20000,
加工出口區管理處,20230203,20221222,經加高四字第1110102205號,志昱科技股份有限公司/徐正民,勞動基準法第24條第1項;勞動基準法第24條第2項,"延長工作時間未依規定加給工資
未依規定給付休息日工作工資",100000,
加工出口區管理處,20230105,20221216,經加四勞字第1110106631號,台灣怡和保全股份有限公司(劉東奇),勞動基準法第32條,雇主延長勞工之工作時間連同正常工作時間，1日超過12小時,20000,
加工出口區管理處,20230203,20221212,經加高四字第1110102075號,元泰發實業有限公司/郭泰福,勞動基準法第22條第2項;勞動基準法第23條第1項,"工資未全額直接給付勞工
工資未定期給付勞工、未依規定提供勞工工資項目計算方式明細",40000,
加工出口區管理處,20230105,20221207,經加四勞字第1110106364號,台灣雙葉電子股份有限公司(小西昭広),勞動基準法第59條,未依規定發給職業災害補償費,20000,
加工出口區管理處,20230105,20221206,經加屏四字第1110100855號,世德工業股份有限公司（陳光裕）,勞基法第17條第2項;勞基法第22條第2項;勞基法第23條第2項;勞基法第24條第1項;勞基法第24條第2項;勞基法第32條第1項;勞基法第32條第2項;勞動基準法第35條;勞基法第36條第1項;勞基法第38條第4項;勞基法第38條第5項;勞基法第39條,前項所定資遣費，雇主應於終止勞動契約三十日內發給;工資應全額直接給付勞工。但法令另有規定或勞雇雙方另有約定者，不在此限;雇主應置備勞工工資清冊，將發放工資、工資各項目計算方式明細、工資總額等事項記入。工資清冊應保存五年。;雇主延長勞工工作時間者，其延長工作時間之工資，依下列標準加給：一、延長工作時間在二小時以內者，按平日每小時工資額加給三分之一以上。二、再延長工作時間在二小時以內者，按平日每小時工資額加給三分之二以上。三、依第三十二條第四項規定，延長工作時間者，按平日每小時工資額加倍發給。雇主使勞工於第三十六條所定休息日工作，工作時間在二小時以內者，其工資按平日每小時工資額另再加給一又三分之一以上；工作二小時後再繼續工作者，按平日每小時工資額另再加給一又三分之二以上;雇主有使勞工在正常工作時間以外工作之必要者，雇主經工會同意，如事業單位無工會者，經勞資會議同意後，得將工作時間延長之;前項雇主延長勞工之工作時間連同正常工作時間，一日不得超過十二小時；延長之工作時間，一個月不得超過四十六小時，但雇主經工會同意，如事業單位無工會者，經勞資會議同意後，延長之工作時間，一個月不得超過五十四小時，每三個月不得超過一百三十八小時;勞工繼續工作四小時，至少應有三十分鐘之休息。但實行輪班制或其工作有
