主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
彰化縣,20190705,20190328,府勞動字第1080091911號,金鐉火鍋有限公司呂欣怡,勞動基準法第36條;勞動基準法第39條,未依規定給予例假日或休息日。假日工資未給或於休假日工作未依規定加給工資。,,
彰化縣,20190705,20190328,府勞動字第1080091911號,金鐉火鍋有限公司呂欣怡,勞動基準法第36條;勞動基準法第39條,未依規定給予例假日或休息日。假日工資未給或於休假日工作未依規定加給工資。,,
