主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
高雄市,20140627,20140321,高市勞條字第10331223300號,阿羅哈客運股份有限公司,勞動基準法第23條第2項;勞動基準法第30條第5項,未依規定置備勞工工資清冊;未依規定置備勞工出勤紀錄表,,
高雄市,20160120,20150512,高市勞條字第10432801100號,阿羅哈客運股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
新北市,20171215,20170829,新北府勞資字第1061695621號,阿羅哈客運股份有限公司,勞動基準法第80條,拒絕、規避或阻撓勞工檢查員依法執行職務,,
高雄市,20170619,20170221,高市勞條字第10630963600號,阿羅哈客運股份有限公司陳瑞鈴,勞動基準法第39條,假日工資未給或於休假日工作未依規定加給工資,,
高雄市,20171229,20171030,高市勞條字第10639234400號,阿羅哈客運股份有限公司陳瑞鈴,勞動基準法第32條第2項;勞動基準法第34條第2項;勞動基準法第36條,延長工作時間超過法令規定;晝夜輪班制更換工作班次未依規定給予休息;每七日中未有一日之休息作為例假,,
高雄市,20140627,20140321,高市勞條字第10331223300號,阿羅哈客運股份有限公司,勞動基準法第23條第2項;勞動基準法第30條第5項,未依規定置備勞工工資清冊;未依規定置備勞工出勤紀錄表,,
高雄市,20140627,20140321,高市勞條字第10331223300號,阿羅哈客運股份有限公司,勞動基準法第23條第2項;勞動基準法第30條第5項,未依規定置備勞工工資清冊;未依規定置備勞工出勤紀錄表,,
高雄市,20160120,20150512,高市勞條字第10432801100號,阿羅哈客運股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
新北市,20171215,20170829,新北府勞資字第1061695621號,阿羅哈客運股份有限公司,勞動基準法第80條,拒絕、規避或阻撓勞工檢查員依法執行職務,,
高雄市,20170619,20170221,高市勞條字第10630963600號,阿羅哈客運股份有限公司陳瑞鈴,勞動基準法第39條,假日工資未給或於休假日工作未依規定加給工資,,
高雄市,20171229,20171030,高市勞條字第10639234400號,阿羅哈客運股份有限公司陳瑞鈴,勞動基準法第32條第2項;勞動基準法第34條第2項;勞動基準法第36條,延長工作時間超過法令規定;晝夜輪班制更換工作班次未依規定給予休息;每七日中未有一日之休息作為例假,,
新北市,20180615,20180427,新北府勞資字第1070795142號,阿羅哈客運股份有限公司,勞動基準法第38條,未依規定給予特別休假,,
高雄市,20200407,20200207,高市勞條字第1093094050B號,阿羅哈客運股份有限公司陳瑞鈴,勞動基準法第32條第2項;勞動基準法第36條,延長工作時間超過法令規定;每七日中未有一日之休息作為例假,,
嘉義市,20211206,20211115,府社勞字第1101621050號,阿羅哈客運股份有限公司陳瑞鈴,勞基法第80條,拒絕勞動檢查作業。,30000,
新竹市,20210709,20210412,府勞動字第1100059357號,阿羅哈客運股份有限公司陳瑞鈴,勞基法第34條第2項,更換班次時，未至少有連續11小時之休息時間,20000,
