主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
花蓮縣,20200510,20200326,府社勞字第1090053372A號,石新精材國際股份有限公司方韋欽,勞基法第24條第1項,未加給延長工作時間工資,,
花蓮縣,20200510,20200326,府社勞字第1090053372B號,石新精材國際股份有限公司方韋欽,勞基法第24條第2項,未依法加給休息日延長工作時間工資,,
花蓮縣,20200510,20200326,府社勞字第1090053372C號,石新精材國際股份有限公司方韋欽,勞基法第32條第1項,延長工作時間未經勞資會議同意,,
花蓮縣,20200510,20200326,府社勞字第1090053372D號,石新精材國際股份有限公司方韋欽,勞基法第32條第2項,延長勞工之工作時間一日超過12小時、一個月超過46小時,,
花蓮縣,20200901,20200807,府社勞字第1090151338A號,石新精材國際股份有限公司方韋欽,勞動基準法第32條第2項,延長工時超過法定時數。,40000,
花蓮縣,20200901,20200807,府社勞字第1090151338B號,石新精材國際股份有限公司方韋欽,勞動基準法第36條第1項,未每7日有2日之休息,20000,
花蓮縣,20210708,20210514,府社勞字第1100090724A號,石新精材國際股份有限公司方韋欽,勞動基準法第24條第1項,延長工作時間未依規定加給工資,40000,
花蓮縣,20210708,20210514,府社勞字第1100090724B號,石新精材國際股份有限公司方韋欽,勞動基準法第24條第2項,未依規定給付休息日工作之工資,40000,
花蓮縣,20210708,20210514,府社勞字第1100090724C號,石新精材國際股份有限公司方韋欽,勞動基準法第32條第2項,延長工作時間超過法令規定,60000,
花蓮縣,20210708,20210514,府社勞字第1100090724D號,石新精材國際股份有限公司方韋欽,勞動基準法第36條第1項,未每7日有2日之休息,40000,
花蓮縣,20210708,20210514,府社勞字第1100090724E號,石新精材國際股份有限公司方韋欽,勞動基準法第38條第4項,未依規定發給未休特別休假工資,20000,
職業安全衛生署,20221109,20220824,勞職授字第1110204521號,石新精材國際股份有限公司方韋欽,職業安全衛生設施規則第90條、第126條;起重升降機具安全規則第62條第2項暨職業安全衛生法第6條第1項,對於起重機具之吊鉤或吊具，未有防止吊舉中所吊物體脫落之裝置。對於荷重在一公噸以上之堆高機，未指派經特殊作業安全衛生教育訓練人員操作。對於前項起重機具操作及吊掛作業，未分別指派具法定資格之勞工擔任之。但於地面以按鍵方式操作之固定式起重機，或積載型卡車起重機，其起重及吊掛作業，得由起重機操作者一人兼任之。,,
花蓮縣,20220308,20220106,1110001494A,石新精材國際股份有限公司方韋欽,勞動基準法第24條第1項,延長工作時間未依規定加給工資,200000,
花蓮縣,20220308,20220106,1110001494B,石新精材國際股份有限公司方韋欽,勞動基準法第24條第2項,未依規定給付休息日工作之工資,200000,
花蓮縣,20220308,20220106,1110001494C,石新精材國際股份有限公司方韋欽,勞動基準法第32條第2項,延長工作時間超過法令規定,300000,
花蓮縣,20220308,20220106,1110001494D,石新精材國際股份有限公司方韋欽,勞動基準法第36條第1項,未每7日有2日之休息,200000,
