主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
科技部新竹科學園區,20170705,20170517,竹環字第1060013626號,東訊股份有限公司,勞動基準法第56條第2項,雇主應於次年度三月底前一次提撥其差額,,
科技部新竹科學園區,20180705,20180523,竹環字第1070015544號,東訊股份有限公司,勞動基準法第56條第2項,雇主應於次年度三月底前一次提撥其差額,,
科技部新竹科學園區,20190705,20190701,竹環字第1080017903號,東訊股份有限公司,勞動基準法第56條第2項,雇主應於次年度三月底前一次提撥其差額,,
科技部新竹科學園區,20200705,20200525,竹環字第1090015446號,東訊股份有限公司劉兆凱,勞動基準法第56條第2項,"未於次年度3月底前,一次提撥年度內預估退休金額不足之差額",,
科技部新竹科學園區,20210705,20210518,竹環字第1100014556號,東訊股份有限公司劉兆凱,勞動基準法第56條第2項,"未於次年度3月底前,一次提撥年度內預估退休金額不足之差額",450000,
科技部新竹科學園區,20220705,20220601,竹環字第1110017607號,東訊股份有限公司劉兆凱,勞動基準法第56條第2項,勞動基準法第56條第2項,450000,
國家科學及技術委員會新竹科學園區,20230701,20230605,竹環字第1120018873號,東訊股份有限公司劉兆凱,勞動基準法第56條第2項,"未於次年度3月底前,一次提撥年度內預估退休金額不足之差額",450000,
國家科學及技術委員會新竹科學園區,20240705,20240523,竹環字第1130016823號,東訊股份有限公司劉兆凱,勞動基準法第56條第2項,雇主未於次年度三月底前未足額提撥勞工退休準備金,450000,
科技部新竹科學園區,20170705,20170517,竹環字第1060013626號,東訊股份有限公司,勞動基準法第56條第2項,雇主應於次年度三月底前一次提撥其差額,,
科技部新竹科學園區,20180705,20180523,竹環字第1070015544號,東訊股份有限公司,勞動基準法第56條第2項,雇主應於次年度三月底前一次提撥其差額,,
科技部新竹科學園區,20190705,20190701,竹環字第1080017903號,東訊股份有限公司,勞動基準法第56條第2項,雇主應於次年度三月底前一次提撥其差額,,
科技部新竹科學園區,20200705,20200525,竹環字第1090015446號,東訊股份有限公司劉兆凱,勞動基準法第56條第2項,"未於次年度3月底前,一次提撥年度內預估退休金額不足之差額",,
科技部新竹科學園區,20210705,20210518,竹環字第1100014556號,東訊股份有限公司劉兆凱,勞動基準法第56條第2項,"未於次年度3月底前,一次提撥年度內預估退休金額不足之差額",450000,
科技部新竹科學園區,20220705,20220601,竹環字第1110017607號,東訊股份有限公司劉兆凱,勞動基準法第56條第2項,勞動基準法第56條第2項,450000,
國家科學及技術委員會新竹科學園區,20230701,20230605,竹環字第1120018873號,東訊股份有限公司劉兆凱,勞動基準法第56條第2項,"未於次年度3月底前,一次提撥年度內預估退休金額不足之差額",450000,
國家科學及技術委員會新竹科學園區,20240705,20240523,竹環字第1130016823號,東訊股份有限公司劉兆凱,勞動基準法第56條第2項,雇主未於次年度三月底前未足額提撥勞工退休準備金,450000,
