主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
台北市,20151105,20150907,府勞動字第10434644400號,娜拉典藏婚紗有限公司梁世勳,勞動基準法第22條第2項;勞動基準法第24條;勞動基準法第37條;勞動基準法第38條,工資未全額給付給勞工;延長工作時間未依規定加給工資;依規定應放假之日未予休假;未依規定給予特別休假,,
台北市,20151105,20150907,府勞動字第10434644400號,娜拉典藏婚紗有限公司梁世勳,勞動基準法第22條第2項;勞動基準法第24條;勞動基準法第37條;勞動基準法第38條,工資未全額給付給勞工;延長工作時間未依規定加給工資;依規定應放假之日未予休假;未依規定給予特別休假,,
