主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
台北市,20190201,20181204,北市勞動字第10760405171號,太平洋商務中心股份有限公司陳志洋,勞動基準法第36條第2項,採變形工時制度，未依規定安排勞工例假或休息日,,
台北市,20191105,20190906,北市勞動字第10860315251號,太平洋商務中心股份有限公司陳志洋,勞動基準法第39條;勞動基準法第24條第1項,假日工資未給或於休假日工作未依規定加給工資;延長工作時間未依規定加給工資,,勞動部108年度工讀生與部分工時勞工勞動條件專案
台北市,20190201,20181204,北市勞動字第10760405171號,太平洋商務中心股份有限公司陳志洋,勞動基準法第36條第2項,採變形工時制度，未依規定安排勞工例假或休息日,,
台北市,20191105,20190906,北市勞動字第10860315251號,太平洋商務中心股份有限公司陳志洋,勞動基準法第39條;勞動基準法第24條第1項,假日工資未給或於休假日工作未依規定加給工資;延長工作時間未依規定加給工資,,勞動部108年度工讀生與部分工時勞工勞動條件專案
