主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
台北市,20121001,20120719,府勞動字第10135482700號,意妍堂製作股份有限公司,勞動基準法第24條;勞動基準法第30條第1項;勞動基準法第32條第1項,延長工作時間未依規定加給工資;正常工時超過法令規定;未經工會或勞資會議同意使勞工延長工時,,
台北市,20121001,20120719,府勞動字第10135482700號,意妍堂製作股份有限公司,勞動基準法第24條;勞動基準法第30條第1項;勞動基準法第32條第1項,延長工作時間未依規定加給工資;正常工時超過法令規定;未經工會或勞資會議同意使勞工延長工時,,
台北市,20121001,20120719,府勞動字第10135482700號,意妍堂製作股份有限公司,勞動基準法第24條;勞動基準法第30條第1項;勞動基準法第32條第1項,延長工作時間未依規定加給工資;正常工時超過法令規定;未經工會或勞資會議同意使勞工延長工時,,
