主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
台南市,20180210,20180117,府勞條字第1070079182號,康鼎食品股份有限公司吳榮暉,勞動基準法第21條第1項;勞動基準法第30條第1項;勞動基準法第30條第6項;勞動基準法第36條,未達基本工資。正常工作時間超過法令規定。未逐日記載勞工出勤情形至分鐘為止。每七日中未有一日之休息作為例假。,,
