主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
台北市,20130928,20130712,府勞動字第10233500500號,統一速達股份有限公司,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,,
新北市,20160823,20131217,北府勞條字第10232944891號,統一速達股份有限公司,勞動基準法第36條,每七日中未有一日之休息作為例假,,
新北市,20160823,20131217,北府勞條字第1023294489號,統一速達股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
新北市,20160823,20130820,北府勞檢字第1023209424號,統一速達股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
台北市,20140606,20140328,府勞動字第10331166300號,統一速達股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
新北市,20160823,20140321,北府勞條字第1030484194號,統一速達股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
新北市,20160823,20140925,北府勞條字第1031753718號,統一速達股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
新北市,20160823,20140428,北府勞檢字第10330551371號,統一速達股份有限公司,勞動基準法第36條,每七日中未有一日之休息作為例假,,
新北市,20160823,20140428,北府勞檢字第1033055137號,統一速達股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
台北市,20160119,20151117,北市勞動字第10437306700號,統一速達股份有限公司陳瑞堂,勞動基準法第32條第2項,延長工作時間超過法令規定,,
新北市,20160823,20150416,新北府勞檢字第1043055883號,統一速達股份有限公司,勞動基準法第39條,假日工資未給或於休假日工作未依規定加倍發給,,
新北市,20151211,20150916,新北府勞檢字第1043069121號,統一速達股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
高雄市,20150714,20150513,高市勞條字第10434487400號,統一速達股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
新北市,20160823,20160310,新北府勞檢字第1053436583號,統一速達股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
新北市,20170218,20161130,新北府勞檢字第1053470983號,統一速達股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
新竹縣,20160505,20160328,105年府勞資字1050029877號,統一速達股份有限公司,勞動基準法第24條,延長工作時間未依規定加給工資,,
高雄市,20160310,20160112,高市勞條字第10439925900號,統一速達股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
台北市,20170609,20170405,北市勞動字第10630320100號,統一速達股份有限公司陳瑞堂,勞動基準法第32條第2項,延長工作時間超過法令規定,,
台南市,20170710,20170603,府勞條字第1060554742號,統一速達股份有限公司陳瑞堂,勞動基準法第32條第2項,延長工作時間超過法令規定。,,
基隆市,20170710,20170519,基府社關罰貳1060221632,統一速達股份有限公司陳瑞堂,勞基法第24條第1項,延長工作時間未依規定標準加給工資,,
新北市,20170817,20170509,新北府勞檢字第1063565249號,統一速達股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
新竹縣,20170905,20170707,106年府勞資字1060072525號,統一速達股份有限公司,勞動基準法第24條,延長工作時間未依規定加給工資,,
桃園市,20170710,20170522,府勞檢字第1060116530號,統一速達股份有限公司陳瑞堂,職業安全衛生設施規則第155條暨職業安全衛生法第37條第2項第1款,雇主對於物料之搬運，應儘量利用機械以代替人力，凡四十公斤以上物品，以人力車輛或工具搬運為原則，五百公斤以上物品，以機動車輛或其他機械搬運為宜；運輸路線，應妥善規劃，並作標示。,,
台北市,20180801,20180621,北市勞動字第10760024341號,統一速達股份有限公司陳瑞堂,勞動基準法第24條第1項;勞動基準法第38條第4項,延長工作時間未依規定加給工資;勞工之特別休假，因年度終結或契約終止而未休之日數，雇主未發給工資,,
台南市,20180410,20180316,府勞檢字第1070268687號,統一速達股份有限公司陳瑞堂,勞動基準法第24條,延長工作時間未依規定加給工資。,,
新竹縣,20180905,20180606,107年府勞資字1070020916號,統一速達股份有限公司,勞動基準法第24條第1項,延長工作時間未依規定加給工資,,
桃園市,20180308,20180129,107年府勞檢字1070024271號,統一速達股份有限公司陳瑞堂,勞基法第24條第1項,延長工作時間未依規定加給工資,,
桃園市,20210705,20210527,府勞檢字第1100131917號,統一速達股份有限公司陳瑞堂,職業安全衛生設施規則第167條第1款暨職業安全衛生法第6條第1項,雇主使勞工於載貨台從事單一之重量超越100公斤以上物料裝卸時，應指定專人採取下列措施：一、決定作業方法及順序，並指揮作業。二、…,,
桃園市,20231005,20230821,府勞檢字第1120232608號,統一速達股份有限公司陳瑞堂,職業安全衛生設施規則第23條暨職業安全衛生法第6條第1項,雇主對於建築構造物及其附置物，應保持安全穩固，以防止崩塌等危害。,,
職業安全衛生署,20241215,20241121,勞職授字第1130207412號,統一速達股份有限公司黃瑞典,職業安全衛生設施規則第116條第14款暨職業安全衛生法第6條第1項,使用座式操作之配衡型堆高機及側舉型堆高機，未使擔任駕駛之勞工確實使用駕駛座安全帶。,,罰鍰公告
