主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
台北市,20121001,20120730,府勞動字第10135520900號,和碩聯合科技股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
台北市,20150305,20140619,府勞動字第10333099300號,和碩聯合科技股份有限公司童子賢,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,,
台北市,20160930,20151222,北市勞動字第10436272600號,和碩聯合科技股份有限公司童子賢,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,,上訴駁回
台北市,20150907,20150630,府勞動字第10432175500號,和碩聯合科技股份有限公司童子賢,勞動基準法第24條,延長工作時間未依規定加給工資,,訴願駁回(原處分維持)
台北市,20180507,20160428,北市勞動字第10530380000號,和碩聯合科技股份有限公司童子賢,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,,訴訟駁回
台北市,20190102,20181121,北市勞動字第10760403051號,和碩聯合科技股份有限公司童子賢,勞動基準法第30條第6項,出勤紀錄未逐日記載勞工出勤情形至分鐘為止,,訴願駁回
桃園市,20180709,20180516,107年府勞檢字1070114205號,和碩聯合科技股份有限公司童子賢,勞動基準法第30條第6項,未逐日記載勞工出勤情形至分鐘為止,,
桃園市,20210205,20201217,109年府勞檢字10903253601號,和碩聯合科技股份有限公司童子賢,勞基法第36條第1項,每7日中未有2日之休息作為例假及休息日,50000,
桃園市,20210205,20201217,109年府勞檢字1090325360號,和碩聯合科技股份有限公司童子賢,勞基法第32條第2項,延長工作時間超過法令規定,50000,
台北市,20210604,20210426,北市勞動字第11060037401號,和碩聯合科技股份有限公司童子賢,勞動基準法第24條第1項,延長工作時間未依規定加給工資,20000,
台北市,20121001,20120730,府勞動字第10135520900號,和碩聯合科技股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
台北市,20150305,20140619,府勞動字第10333099300號,和碩聯合科技股份有限公司童子賢,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,,
台北市,20160930,20151222,北市勞動字第10436272600號,和碩聯合科技股份有限公司童子賢,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,,上訴駁回
台北市,20150907,20150630,府勞動字第10432175500號,和碩聯合科技股份有限公司童子賢,勞動基準法第24條,延長工作時間未依規定加給工資,,訴願駁回(原處分維持)
台北市,20180507,20160428,北市勞動字第10530380000號,和碩聯合科技股份有限公司童子賢,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄,,訴訟駁回
台北市,20190102,20181121,北市勞動字第10760403051號,和碩聯合科技股份有限公司童子賢,勞動基準法第30條第6項,出勤紀錄未逐日記載勞工出勤情形至分鐘為止,,訴願駁回
桃園市,20180709,20180516,107年府勞檢字1070114205號,和碩聯合科技股份有限公司童子賢,勞動基準法第30條第6項,未逐日記載勞工出勤情形至分鐘為止,,
桃園市,20210205,20201217,109年府勞檢字10903253601號,和碩聯合科技股份有限公司童子賢,勞基法第36條第1項,每7日中未有2日之休息作為例假及休息日,50000,
桃園市,20210205,20201217,109年府勞檢字1090325360號,和碩聯合科技股份有限公司童子賢,勞基法第32條第2項,延長工作時間超過法令規定,50000,
台北市,20210604,20210426,北市勞動字第11060037401號,和碩聯合科技股份有限公司童子賢,勞動基準法第24條第1項,延長工作時間未依規定加給工資,20000,
