主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
台北市,20231106,20230918,府勞動字第11260099341號,二十一世紀數位科技股份有限公司周以明,勞動基準法第32條第1項;勞動基準法第24條第2項,未經工會或勞資會議同意使勞工延長工時;未依法給付休息日工作之工資,100000,訴願中;勞動部112年度工讀生與部分工時勞工勞動條件專案
台北市,20231106,20230918,府勞動字第11260099341號,二十一世紀數位科技股份有限公司周以明,勞動基準法第32條第1項;勞動基準法第24條第2項,未經工會或勞資會議同意使勞工延長工時;未依法給付休息日工作之工資,100000,訴願中;勞動部112年度工讀生與部分工時勞工勞動條件專案
