主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
新北市,20160823,20160530,新北府勞檢字第1053446794號,發輝環保工程有限公司,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,,
新北市,20200221,20191112,新北府勞檢字第10842826281號,發輝環保工程有限公司,勞動基準法第38條第1項,未依規定給予特別休假,,
新北市,20200221,20191112,新北府勞檢字第1084282628號,發輝環保工程有限公司,勞動基準法第30條第6項,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,,
