主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
新北市,20161208,20161027,新北府勞檢字第10534667561號,九榮汽車貨運有限公司,勞動基準法第24條,延長工作時間未依規定加給工資,,
新北市,20161208,20161027,新北府勞檢字第10534667562號,九榮汽車貨運有限公司,勞動基準法第38條,未依規定給予特別休假,,
新北市,20161208,20161027,新北府勞檢字第10534667563號,九榮汽車貨運有限公司,勞動基準法第43條,請假期間未依規定給予工資,,
新北市,20161208,20161027,新北府勞檢字第1053466756號,九榮汽車貨運有限公司,勞動基準法第22條第2項,工資未全額直接給付勞工,,
新北市,20170817,20170620,新北府勞檢字第1063570633號,九榮汽車貨運有限公司,勞動基準法第30條第6項,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,,
新北市,20161208,20161027,新北府勞檢字第10534667561號,九榮汽車貨運有限公司,勞動基準法第24條,延長工作時間未依規定加給工資,,
新北市,20161208,20161027,新北府勞檢字第10534667562號,九榮汽車貨運有限公司,勞動基準法第38條,未依規定給予特別休假,,
新北市,20161208,20161027,新北府勞檢字第10534667563號,九榮汽車貨運有限公司,勞動基準法第43條,請假期間未依規定給予工資,,
新北市,20161208,20161027,新北府勞檢字第1053466756號,九榮汽車貨運有限公司,勞動基準法第22條第2項,工資未全額直接給付勞工,,
新北市,20170817,20170620,新北府勞檢字第1063570633號,九榮汽車貨運有限公司,勞動基準法第30條第6項,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,,
新北市,20210618,20210308,新北府勞檢字第1104716318號,九榮汽車貨運有限公司黃仕瑋,勞動基準法第30條第6項,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,40000,
新北市,20240223,20231129,新北府勞檢字第1124687691號,九榮汽車貨運有限公司黃仕瑋,勞動基準法第30條第6項,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,40000,
