主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
高雄市,20190130,20181203,高市勞條字第10739783500號,打狗波特股份有限公司楊琇雅,勞動基準法第36條;勞動基準法第39條,未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日;假日工資未給或於休假日工作未依規定加給工資,,
高雄市,20190130,20181203,高市勞條字第10739783500號,打狗波特股份有限公司楊琇雅,勞動基準法第36條;勞動基準法第39條,未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日;假日工資未給或於休假日工作未依規定加給工資,,
