主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
國家科學及技術委員會中部科學園區,20240901,20240820,中環字第1130018612號,華凌光電股份有限公司廖育斌,勞動基準法第24條第1項;勞動基準法第32條第2項,延長工作時間未依規定加給工資；延長之工作時間，1個月不得超過46小時,100000,
國家科學及技術委員會中部科學園區,20240901,20240820,中環字第1130018612號,華凌光電股份有限公司廖育斌,勞動基準法第24條第1項;勞動基準法第32條第2項,延長工作時間未依規定加給工資；延長之工作時間，1個月不得超過46小時,100000,
