主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
台北市,20150408,20150216,府勞動字第10338226400號,誠品生活股份有限公司吳清友,勞動基準法第32條第2項;勞動基準法第24條,延長工作時間超過法令規定;延長工作時間未依規定加給工資,,
台北市,20170703,20170516,北市勞動字第10630655900號,誠品生活股份有限公司吳清友,勞動基準法第32條第2項,延長工作時間超過法令規定,,
台北市,20170804,20170627,北市勞動字第10632841600號,誠品生活股份有限公司吳清友,勞動基準法第37條,依規定應放假之日未予休假,,
台北市,20181001,20180726,北市勞職字第10760216531號,誠品生活股份有限公司信義第一分公司,職業安全衛生管理辦法第3條第1項暨職業安全衛生法第23條第1項,未設置管理人員。,,
台北市,20190201,20181108,北市勞職字第10760900961號,誠品生活股份有限公司,1.營造安全衛生設施標準第19條第1項暨職業安全衛生法第6條第1項第5款;2.職業安全衛生法第27條第1項第1、2、3、4款,1.有墜落危險之處所未設防護設備。;2.原事業單位未採取承攬管理必要措施。,,
台北市,20190308,20181225,北市勞職字第10761020321號,誠品生活股份有限公司,職業安全衛生法第27條第1項第1、2、3款,原事業單位未採取承攬管理必要措施。,,
新北市,20180615,20180327,新北府勞檢字第1073558244號,誠品生活股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
台北市,20190605,20190419,北市勞動字第10860095461號,誠品生活股份有限公司吳旻潔,勞動基準法第32條第2項;勞動基準法第36條第2項,延長工作時間超過法令規定;採變形工時制度，未依規定安排勞工例假或休息日,,
台北市,20220304,20220106,北市勞就字第11060376293號,誠品生活股份有限公司吳旻潔,性別工作平等法第13條第2項,雇主未盡工作場所性騷擾防治義務,,
新北市,20240621,20240307,新北府勞業字第1122454767號,誠品生活股份有限公司吳旻潔,性別平等工作法第13條第2項,雇主於知悉工作場所性騷擾之情形時，未採取立即有效之糾正及補救措施,,
