主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
台北市,20131129,20130914,府勞動字第10234841900號,湯花國際事業有限公司,勞動基準法第22條第2項;勞動基準法第30條第1項;勞動基準法第36條;勞動基準法第38條,工資未全額直接給付勞工;正常工作時間超過法令規定;每七日中未有一日之休息作為例假;未依規定給予特別休假,,
台北市,20131129,20130914,府勞動字第10234841900號,湯花國際事業有限公司,勞動基準法第22條第2項;勞動基準法第30條第1項;勞動基準法第36條;勞動基準法第38條,工資未全額直接給付勞工;正常工作時間超過法令規定;每七日中未有一日之休息作為例假;未依規定給予特別休假,,
