主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
加工出口區管理處,20180704,20180619,經加四勞字第10701031400號,達磨電子股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
加工出口區管理處,20190107,20181220,經加四勞字第1070106910號,達磨電子股份有限公司,勞基法第32條,使勞工1個月延長工時超過46小時。,,
加工出口區管理處,20200703,20200702,經加四勞字第1090103187號,達磨電子股份有限公司朴昶奎,勞基法第32條第2項,延長勞工之工作時間超過法令規定,20000,
加工出口區管理處,20201204,20201202,經加四勞字第1090105907號,達磨電子股份有限公司朴昶奎,勞動基準法第32條第2項,延長勞工之工作時間超過法令規定,40000,
產業園區管理局,20250306,20250304,經園環安字第1140101742號,達磨電子股份有限公司朴昶奎,勞動基準法第24條第1項;勞動基準法第30條第2項,工作日延長工時未加給工資;將二週內工作時間加以分配，但分配於其他工作日之時數，每日超過二小時,40000,
加工出口區管理處,20180704,20180619,經加四勞字第10701031400號,達磨電子股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
加工出口區管理處,20190107,20181220,經加四勞字第1070106910號,達磨電子股份有限公司,勞基法第32條,使勞工1個月延長工時超過46小時。,,
加工出口區管理處,20200703,20200702,經加四勞字第1090103187號,達磨電子股份有限公司朴昶奎,勞基法第32條第2項,延長勞工之工作時間超過法令規定,20000,
加工出口區管理處,20201204,20201202,經加四勞字第1090105907號,達磨電子股份有限公司朴昶奎,勞動基準法第32條第2項,延長勞工之工作時間超過法令規定,40000,
產業園區管理局,20250306,20250304,經園環安字第1140101742號,達磨電子股份有限公司朴昶奎,勞動基準法第24條第1項;勞動基準法第30條第2項,工作日延長工時未加給工資;將二週內工作時間加以分配，但分配於其他工作日之時數，每日超過二小時,40000,
