主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
台南市,20170310,20170214,府勞條字第1060148639號,統程科技股份有限公司王李明陽,勞動基準法第32條第2項,延長工作時間超過法令規定。,,
台南市,20201010,20200911,南市勞安字第1091094842號,統程科技股份有限公司王李明陽,勞動基準法第24條第1項,延長工作時間未依規定加給工資,20000,
