主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
基隆市,20180910,20180717,基府社關罰貳1070231343,三禾倉儲股份有限公司李儒謙,勞基法第24條第2項;勞基法第32條第1項;勞基法第32條第2項,休息日出勤未依規定加給工資;未依法定程序延長工作時間;延長工作時間超過法令規定,,
基隆市,20180910,20180717,基府社關罰貳1070231343,三禾倉儲股份有限公司李儒謙,勞基法第24條第2項;勞基法第32條第1項;勞基法第32條第2項,休息日出勤未依規定加給工資;未依法定程序延長工作時間;延長工作時間超過法令規定,,
