主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
高雄市,20150921,20150810,高市勞條字第10433949700號,太平洋崇光百貨股份有限公司,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,,
高雄市,20160120,20151120,高市勞條字第10438312100號,太平洋崇光百貨股份有限公司,勞動基準法第24條,延長工作時間未依規定加給工資,,
台北市,20160324,20160129,北市勞動字第10439647900號,太平洋崇光百貨股份有限公司黃晴雯,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,,
台北市,20160830,20160606,北市勞動字第10530482900號,太平洋崇光百貨股份有限公司黃晴雯,勞動基準法第30條第6項,出勤紀錄未逐日記載勞工出勤情形至分鐘為止,,
高雄市,20150921,20150810,高市勞條字第10433949700號,太平洋崇光百貨股份有限公司,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,,
高雄市,20160120,20151120,高市勞條字第10438312100號,太平洋崇光百貨股份有限公司,勞動基準法第24條,延長工作時間未依規定加給工資,,
台北市,20160324,20160129,北市勞動字第10439647900號,太平洋崇光百貨股份有限公司黃晴雯,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,,
台北市,20160830,20160606,北市勞動字第10530482900號,太平洋崇光百貨股份有限公司黃晴雯,勞動基準法第30條第6項,出勤紀錄未逐日記載勞工出勤情形至分鐘為止,,
桃園市,20190201,20181213,107年府勞條字1070307942號,太平洋崇光百貨股份有限公司黃晴雯,勞基法第24條第1項,延長工作時間未依規定加給工資,,
台北市,20190502,20190312,北市勞動字第10860094441號,太平洋崇光百貨股份有限公司黃晴雯,勞動基準法第24條第2項,未依法給付休息日工作之工資,,
台北市,20200605,20200304,北市勞職字第10960246131號,太平洋崇光百貨股份有限公司,職業安全衛生設施規則第230條第1項第3款暨職業安全衛生法第6條第1項第5款,合梯未符合規定。,,
高雄市,20220908,20220712,高市勞條字第11134460700號,太平洋崇光百貨股份有限公司黃晴雯,勞動基準法第30條第6項;勞動基準法第34條第2項;勞動基準法第36條;勞動基準法第39條,未逐日記載勞工出勤情形至分鐘為止;晝夜輪班制更換工作班次未依規定給予休息;每七日中未有一日之休息作為例假;假日工資未給或於休假日工作未依規定加給工資,170000,
