主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
高雄市,20180327,20180116,高市勞條字第10640610800號,天下自然出版社有限公司附設高雄市私立科學人文理短期補習班吳志忠,勞動基準法第22條第2項;勞動基準法第24條;勞動基準法第36條;勞動基準法第39條,工資未全額直接給付勞工；延長工作時間未依規定加給工資；未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日；假日工資未給或於休假日工作未依規定加給工資,,
高雄市,20180327,20180116,高市勞條字第10640610800號,天下自然出版社有限公司附設高雄市私立科學人文理短期補習班吳志忠,勞動基準法第22條第2項;勞動基準法第24條;勞動基準法第36條;勞動基準法第39條,工資未全額直接給付勞工；延長工作時間未依規定加給工資；未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日；假日工資未給或於休假日工作未依規定加給工資,,
