主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
高雄市,20170619,20170308,高市勞條字第10631672200號,日昌行報關企業有限公司蔡原遊,勞動基準法第30條第5項;勞動基準法第38條,未依規定置備勞工出勤紀錄表;未依規定給予特別休假,,
高雄市,20170619,20170308,高市勞條字第10631672200號,日昌行報關企業有限公司蔡原遊,勞動基準法第30條第5項;勞動基準法第38條,未依規定置備勞工出勤紀錄表;未依規定給予特別休假,,
