主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
勞動部勞工保險局,20210810,20210624,保退一字第11069911065號,玄金科技工程有限公司林革成,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,2513,
勞動部勞工保險局,20220210,20211223,保退一字第11069911125號,玄金科技工程有限公司林革成,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,4059,
科技部新竹科學園區,20210907,20210729,竹環字第1100021743A號,玄金科技工程有限公司林革成,勞動基準法第24條第1項,延長工作時間之工資未依法令標準加給,20000,
科技部新竹科學園區,20210907,20210729,竹環字第1100021743B號,玄金科技工程有限公司林革成,勞動基準法第32條第2項,延長工時超過法令規定。,20000,
科技部新竹科學園區,20210907,20210729,竹環字第1100021743C號,玄金科技工程有限公司林革成,勞動基準法第38條第4項,年度終結而未休之特別休假日數，未發給工資,20000,
勞動部勞工保險局,20220610,20220427,保退一字第11169911045號,玄金科技工程有限公司林革成,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,29346,
勞動部勞工保險局,20241011,20240827,保退一字第11369911085號,玄金科技工程有限公司林革成,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,16726,
勞動部勞工保險局,20241210,20241028,保退一字第11369911105號,玄金科技工程有限公司林革成,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,30496,
勞動部勞工保險局,20250210,20241225,保退一字第11369911125號,玄金科技工程有限公司林革成,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,15578,
國家科學及技術委員會新竹科學園區,20250305,20250114,竹環字第1140001977號,玄金科技工程有限公司林革成,勞工退休金條例第12條第2項,雇主未依規定於終止勞動契約後30日內發給新制資遣費。,300000,
