主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
基隆市,20220110,20211103,基府社關罰貳1100251745,簡惠君即早點來早餐店,勞基法第24條第2項;勞基法第36條第1項,休息日出勤未依規定加給工資;每7日中未排定有2日休息作為例假及休息日且使勞工連續工作逾6天,40000,
基隆市,20220110,20211103,基府社關罰貳1100251745,簡惠君即早點來早餐店,勞基法第24條第2項;勞基法第36條第1項,休息日出勤未依規定加給工資;每7日中未排定有2日休息作為例假及休息日且使勞工連續工作逾6天,40000,
