主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
台北市,20120115,20111230,府勞動字第10041010000號,台灣士瑞克保全股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
台南市,20151010,20150917,府勞條字第1040794775,台灣士瑞克保全股份有限公司王慧明,勞動基準法第36條,每七日中未有一日之休息作為例假;,,
台北市,20160324,20160111,北市勞動字第10436334000號,台灣士瑞克保全股份有限公司王慧明,勞動基準法第36條,每七日中未有一日之休息作為例假,,
台南市,20161210,20161114,府勞條字第1051147298號,台灣士瑞克保全股份有限公司韋格斯,勞動基準法第30條第6項,未逐日記載勞工出勤情形至分鐘為止;,,
新北市,20160823,20160317,新北府勞檢字第10534374061號,台灣士瑞克保全股份有限公司,勞動基準法第36條,每七日中未有一日之休息作為例假,,
新北市,20160823,20160317,新北府勞檢字第10534374062號,台灣士瑞克保全股份有限公司,勞動基準法第39條,假日工資未給或於休假日工作未依規定加倍發給,,
新北市,20160823,20160317,新北府勞檢字第1053437406號,台灣士瑞克保全股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
桃園市,20160710,20160624,105年府勞條字1050154623號,台灣士瑞克保全股份有限公司王慧明,勞基法第32條第2項,延長工作時間超過法令規定,,
科技部新竹科學園區,20170105,20161028,竹環字第1050030513號,台灣士瑞克保全股份有限公司,勞動基準法第32條第2項,雇主延長勞工當日正常工時連同延長工作時間超過12小時，一個月超過46小時,,
科技部新竹科學園區,20170105,20161028,竹環字第1050030513號,台灣士瑞克保全股份有限公司,勞動基準法第36條,每七日未有一日休息為例假,,
科技部新竹科學園區,20170305,20161202,竹環字第1050034053號,台灣士瑞克保全股份有限公司,勞動基準法第32條第2項,雇主延長勞工之工作時間，一個月超過46小時,,
科技部新竹科學園區,20170305,20161202,竹環字第1050034053號,台灣士瑞克保全股份有限公司,勞動基準法第36條,每七日未有一日休息為例假,,
高雄市,20180227,20171219,高市勞條字第10640705900號,台灣士瑞克保全股份有限公司韋格斯,勞動基準法第32條第2項;勞動基準法第36條,延長工作時間超過法令規定;未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日,,
台北市,20180302,20180126,北市勞動字第10639740800號,台灣士瑞克保全股份有限公司韋格斯WrightChristopherShaun,勞動基準法第36條第1項,未使勞工每7日中有2日之休息，其中1日為例假，1日為休息日,,訴願駁回(原處分維持)
台北市,20180316,20180119,北市勞職字第10642145600號,台灣士瑞克保全股份有限公司,職業安全衛生設施規則第35條暨職業安全衛生法第6條第1項第13款。,對於橫隔兩地之通行，未依規定設置扶手、踏板、梯等適當之通行設備。,,
台南市,20180410,20180307,府勞檢字第1070241320號,台灣士瑞克保全股份有限公司韋格斯,勞動基準法第36條,每七日中未有一日之休息作為例假。,,
台北市,20120115,20111230,府勞動字第10041010000號,台灣士瑞克保全股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
台北市,20120115,20111230,府勞動字第10041010000號,台灣士瑞克保全股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
台南市,20151010,20150917,府勞條字第1040794775,台灣士瑞克保全股份有限公司王慧明,勞動基準法第36條,每七日中未有一日之休息作為例假;,,
台北市,20160324,20160111,北市勞動字第10436334000號,台灣士瑞克保全股份有限公司王慧明,勞動基準法第36條,每七日中未有一日之休息作為例假,,
台南市,20161210,20161114,府勞條字第1051147298號,台灣士瑞克保全股份有限公司韋格斯,勞動基準法第30條第6項,未逐日記載勞工出勤情形至分鐘為止;,,
新北市,20160823,20160317,新北府勞檢字第10534374061號,台灣士瑞克保全股份有限公司,勞動基準法第36條,每七日中未有一日之休息作為例假,,
新北市,20160823,20160317,新北府勞檢字第10534374062號,台灣士瑞克保全股份有限公司,勞動基準法第39條,假日工資未給或於休假日工作未依規定加倍發給,,
新北市,20160823,20160317,新北府勞檢字第1053437406號,台灣士瑞克保全股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
桃園市,20160710,20160624,105年府勞條字1050154623號,台灣士瑞克保全股份有限公司王慧明,勞基法第32條第2項,延長工作時間超過法令規定,,
科技部新竹科學園區,20170105,20161028,竹環字第1050030513號,台灣士瑞克保全股份有限公司,勞動基準法第32條第2項,雇主延長勞工當日正常工時連同延長工作時間超過12小時，一個月超過46小時,,
科技部新竹科學園區,20170105,20161028,竹環字第1050030513號,台灣士瑞克保全股份有限公司,勞動基準法第36條,每七日未有一日休息為例假,,
科技部新竹科學園區,20170305,20161202,竹環字第1050034053號,台灣士瑞克保全股份有限公司,勞動基準法第32條第2項,雇主延長勞工之工作時間，一個月超過46小時,,
科技部新竹科學園區,20170305,20161202,竹環字第1050034053號,台灣士瑞克保全股份有限公司,勞動基準法第36條,每七日未有一日休息為例假,,
高雄市,20180227,20171219,高市勞條字第10640705900號,台灣士瑞克保全股份有限公司韋格斯,勞動基準法第32條第2項;勞動基準法第36條,延長工作時間超過法令規定;未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日,,
台北市,20180302,20180126,北市勞動字第10639740800號,台灣士瑞克保全股份有限公司韋格斯WrightChristopherShaun,勞動基準法第36條第1項,未使勞工每7日中有2日之休息，其中1日為例假，1日為休息日,,訴願駁回(原處分維持)
台北市,20180316,20180119,北市勞職字第10642145600號,台灣士瑞克保全股份有限公司,職業安全衛生設施規則第35條暨職業安全衛生法第6條第1項第13款。,對於橫隔兩地之通行，未依規定設置扶手、踏板、梯等適當之通行設備。,,
台南市,20180410,20180307,府勞檢字第1070241320號,台灣士瑞克保全股份有限公司韋格斯,勞動基準法第36條,每七日中未有一日之休息作為例假。,,
桃園市,20180503,20180331,107年府勞檢字1070076554號,台灣士瑞克保全股份有限公司WrightChristopherShaun,勞基法第36條第1項,每七日中未有二日之休息作為例假及休息日,,
雲林縣,20190909,20190829,府勞動一字第1083416353號,台灣士瑞克保全股份有限公司,勞動基準法第32條第2項;勞動基準法第36條第1項,雇主延長勞工之工作時間連同正常工作時間，1日不得超過12小時；延長之工作時間，1個月不得超過46小時。未有每7日中至少有1日之休息，作為例假日。,,
雲林縣,20191004,20190918,府勞動一字第1083418355號,台灣士瑞克保全股份有限公司,勞動基準法第22條第2項,工資未全額給付,,
高雄市,20190910,20190709,高市勞條字第10835732100號,台灣士瑞克保全股份有限公司韋格斯,勞動基準法第32條第2項;勞動基準法第36條,延長工作時間超過法令規定,,
台北市,20200805,20200612,北市勞動字第10960298641號,台灣士瑞克保全股份有限公司韋格斯,勞動基準法第32條第2項;勞動基準法第35條;勞動基準法第59條第1項第2款;勞動基準法第24條第1項,延長工作時間超過法令規定;勞工繼續工作四小時未給予至少三十分鐘之休息;未依規定補償職災勞工原領工資補償;延長工作時間未依規定加給工資,80000,
新北市,20201021,20200825,新北府勞檢字第10947894291號,台灣士瑞克保全股份有限公司韋格斯,勞動基準法第32條第2項,延長工作時間超過法令規定,80000,
新北市,20201021,20200825,新北府勞檢字第10947894292號,台灣士瑞克保全股份有限公司韋格斯,勞動基準法第36條第1項,勞工每七日中應有二日之休息，其中一日為例假，一日為休息日。,80000,
新北市,20201021,20200825,新北府勞檢字第1094789429號,台灣士瑞克保全股份有限公司韋格斯,勞動基準法第30條第6項,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,40000,
新竹縣,20200505,20200120,109年府勞資字1093930266字號,台灣士瑞克保全股份有限公司韋格斯,勞動基準法第22條第2項,工資應全額直接給付勞工。但法令另有規定或勞雇雙方另有約定者，不在此限。,,
新竹縣,20200705,20200521,109年府勞資字1093932254號,台灣士瑞克保全股份有限公司韋格斯,勞基法第22條第2項,工資應全額直接給付勞工。但法令另有規定或勞雇雙方另有約定者，不在此限。,,
桃園市,20201008,20200810,109年府勞檢字1090199205號,台灣士瑞克保全股份有限公司韋格斯WrightChristopherShaun,勞基法第32條第2項,延長工作時間超過法令規定,20000,
高雄市,20210201,20201215,高市勞條字第10941478100號,台灣士瑞克保全股份有限公司韋格斯,勞動基準法第32條第2項;勞動基準法第36條,延長工作時間超過法令規定;每七日中未有一日之休息作為例假,180000,
台北市,20210305,20210125,北市勞動字第10960791671號,台灣士瑞克保全股份有限公司范詩艷,勞動基準法第36條第1項,未使勞工每7日中有2日之休息，其中1日為例假，1日為休息日,100000,
台北市,20210705,20210511,北市勞動字第11060039901號,台灣士瑞克保全股份有限公司范詩艷,勞動基準法第38條第4項,勞工之特別休假，因年度終結或契約終止而未休之日數，雇主未發給工資,20000,
桃園市,20210708,20210519,110年府勞檢字11001201001號,台灣士瑞克保全股份有限公司范詩艷,勞基法第36條第1項,每7日中未有2日之休息作為例假及休息日,20000,
桃園市,20210708,20210519,110年府勞檢字1100120100號,台灣士瑞克保全股份有限公司范詩艷,勞基法第32條第2項,延長工作時間超過法令規定,50000,
桃園市,20211109,20210922,110年府勞檢字1100240223號,台灣士瑞克保全股份有限公司范詩艷,勞基法第23條第1項,工資未依約定或規定方式給付，或未提供工資各項目計算方式明細,20000,
科技部中部科學工業園區,20210401,20210224,中環字第1100004225號,台灣士瑞克保全股份有限公司范詩艷,勞動基準法第32條第2項;勞動基準法第35條,雇主延長勞工之工作時間，延長之工作時間，一個月不得超過46小時。;勞工繼續工作4小時，至少應有30分鐘之休息。,40000,
科技部新竹科學園區,20210505,20210420,竹環字第1100011346號,台灣士瑞克保全股份有限公司范詩艷,勞動基準法第32條第2項,延長工時超過法令規定。,20000,
科技部新竹科學園區,20210505,20210420,竹環字第1100011346號,台灣士瑞克保全股份有限公司范詩艷,勞動基準法第36條第1項,違反每7日中應給予2日休息，其中一日為例假，一日為休息日之規定。,20000,
桃園市,20230104,20221125,111年府勞檢字11103285621號,台灣士瑞克保全股份有限公司范詩艷,勞基法第32條第2項,延長工作時間超過法令規定,150000,
桃園市,20230104,20221125,111年府勞檢字11103285622號,台灣士瑞克保全股份有限公司范詩艷,勞基法第36條第1項,每7日中未有2日之休息作為例假及休息日,100000,
