主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
勞動部勞工保險局,20210412,20210224,保退一字第11069911025號,一零一多媒體科技事業股份有限公司王懷慶,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,31897,
勞動部勞工保險局,20210810,20210624,保退一字第11069911065號,一零一多媒體科技事業股份有限公司王懷慶,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,44736,
勞動部勞工保險局,20211012,20210823,保退一字第11069911085號,一零一多媒體科技事業股份有限公司王懷慶,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,20892,
勞動部勞工保險局,20220610,20220427,保退一字第11169911045號,一零一多媒體科技事業股份有限公司王懷慶,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,31338,
勞動部勞工保險局,20220810,20220627,保退一字第11169911065號,一零一多媒體科技事業股份有限公司王懷慶,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,41784,
勞動部勞工保險局,20221011,20220824,保退一字第11169911085號,一零一多媒體科技事業股份有限公司王柏琰,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,41784,
勞動部勞工保險局,20221212,20221026,保退一字第11169911105號,一零一多媒體科技事業股份有限公司王柏琰,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,20892,
勞動部勞工保險局,20230410,20230222,保退一字第11269911025號,一零一多媒體科技事業股份有限公司王柏琰,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,20892,
勞動部勞工保險局,20230810,20230626,保退一字第11269911065號,一零一多媒體科技事業股份有限公司王柏琰,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,25842,
勞動部勞工保險局,20231211,20231026,保退一字第11269911105號,一零一多媒體科技事業股份有限公司王柏琰,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,30792,
勞動部勞工保險局,20240410,20240226,保退一字第11369911025號,一零一多媒體科技事業股份有限公司王柏琰,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,30792,
勞動部勞工保險局,20240611,20240425,保退一字第11369911045號,一零一多媒體科技事業股份有限公司王柏琰,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,7698,
勞動部勞工保險局,20241011,20240827,保退一字第11369911085號,一零一多媒體科技事業股份有限公司王柏琰,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,38490,
勞動部勞工保險局,20241210,20241028,保退一字第11369911105號,一零一多媒體科技事業股份有限公司王柏琰,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,15396,
勞動部勞工保險局,20250210,20241225,保退一字第11369911125號,一零一多媒體科技事業股份有限公司王柏琰,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,9900,
