主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
新北市,20170606,20170410,新北府勞檢字第10635617351號,汎得保全股份有限公司,勞動基準法第24條,延長工作時間未依規定加給工資,,
新北市,20170606,20170410,新北府勞檢字第1063561735號,汎得保全股份有限公司,勞動基準法第21條第1項,未達基本工資,,
新北市,20241018,20240814,新北府勞檢字第11346558261號,汎得保全股份有限公司李良滿,勞動基準法第24條,延長工作時間未依規定加給工資,40000,
新北市,20241018,20240814,新北府勞檢字第11346558262號,汎得保全股份有限公司李良滿,勞動基準法第39條,假日工資未給或於休假日工作未依規定加給工資,40000,
新北市,20241018,20240814,新北府勞檢字第1134655826號,汎得保全股份有限公司李良滿,勞動基準法第21條第1項,未達基本工資,40000,
新北市,20170606,20170410,新北府勞檢字第10635617351號,汎得保全股份有限公司,勞動基準法第24條,延長工作時間未依規定加給工資,,
新北市,20170606,20170410,新北府勞檢字第1063561735號,汎得保全股份有限公司,勞動基準法第21條第1項,未達基本工資,,
新北市,20241018,20240814,新北府勞檢字第11346558261號,汎得保全股份有限公司李良滿,勞動基準法第24條,延長工作時間未依規定加給工資,40000,
新北市,20241018,20240814,新北府勞檢字第11346558262號,汎得保全股份有限公司李良滿,勞動基準法第39條,假日工資未給或於休假日工作未依規定加給工資,40000,
新北市,20241018,20240814,新北府勞檢字第1134655826號,汎得保全股份有限公司李良滿,勞動基準法第21條第1項,未達基本工資,40000,
