主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
台南市,20160910,20160804,府勞條字第1050796210號,台灣愛買有限公司施定遠,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表;,,
台南市,20160910,20160804,府勞條字第1050796210號,台灣愛買有限公司施定遠,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表;,,
