主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
新北市,20190618,20190329,新北府勞檢字第1084250802號,盟訊實業股份有限公司,勞動基準法第24條,延長工作時間未依規定加給工資,,
新北市,20210416,20210129,新北府勞檢字第1104712856號,盟訊實業股份有限公司黃順德,勞動基準法第32條第2項,延長工作時間超過法令規定,20000,
