主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
台北市,20150305,20140811,府勞動字第10333697700號,禾豐科技國際物流有限公司吳振興,勞動基準法第22條第2項;勞動基準法第24條;勞動基準法第30條第1項;勞動基準法第32條第2項;勞動基準法第37條,工資未全額直接給付勞工;延長工作時間未依規定加給工資;正常工作時間超過法令規定;延長工作時間超過法令規定;依規定應放假之日未予休假,,
台北市,20150706,20150522,府勞動字第10433025800號,禾豐科技國際物流有限公司吳振興,勞動基準法第24條;勞動基準法第30條第1項,勞動基準法第30條第1項;正常工作時間超過法令規定,,
新北市,20171011,20170627,新北府勞資字第10612266721號,禾豐科技國際物流有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
新北市,20171011,20170627,新北府勞資字第10612266722號,禾豐科技國際物流有限公司,勞動基準法第37條,依規定應放假之日未予休假,,
新北市,20171011,20170627,新北府勞資字第1061226672號,禾豐科技國際物流有限公司,勞動基準法第24條,延長工作時間未依規定加給工資,,
台北市,20150305,20140811,府勞動字第10333697700號,禾豐科技國際物流有限公司吳振興,勞動基準法第22條第2項;勞動基準法第24條;勞動基準法第30條第1項;勞動基準法第32條第2項;勞動基準法第37條,工資未全額直接給付勞工;延長工作時間未依規定加給工資;正常工作時間超過法令規定;延長工作時間超過法令規定;依規定應放假之日未予休假,,
台北市,20150706,20150522,府勞動字第10433025800號,禾豐科技國際物流有限公司吳振興,勞動基準法第24條;勞動基準法第30條第1項,勞動基準法第30條第1項;正常工作時間超過法令規定,,
台北市,20150305,20140811,府勞動字第10333697700號,禾豐科技國際物流有限公司吳振興,勞動基準法第22條第2項;勞動基準法第24條;勞動基準法第30條第1項;勞動基準法第32條第2項;勞動基準法第37條,工資未全額直接給付勞工;延長工作時間未依規定加給工資;正常工作時間超過法令規定;延長工作時間超過法令規定;依規定應放假之日未予休假,,
台北市,20150706,20150522,府勞動字第10433025800號,禾豐科技國際物流有限公司吳振興,勞動基準法第24條;勞動基準法第30條第1項,勞動基準法第30條第1項;正常工作時間超過法令規定,,
新北市,20171011,20170627,新北府勞資字第10612266721號,禾豐科技國際物流有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,,
新北市,20171011,20170627,新北府勞資字第10612266722號,禾豐科技國際物流有限公司,勞動基準法第37條,依規定應放假之日未予休假,,
新北市,20171011,20170627,新北府勞資字第1061226672號,禾豐科技國際物流有限公司,勞動基準法第24條,延長工作時間未依規定加給工資,,
