主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
台南市,20151110,20151016,府勞條字第1040992303號,奇景光電股份有限公司吳炳昇,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表;,,
台南市,20160610,20160520,府勞條字第1050504105號,奇景光電股份有限公司吳炳昇,勞動基準法第30條第6項,未逐日記載勞工出勤情形至分鐘為止;,,
